-30892.0626456664	-30904.1790519049	-29707.3573388768	-29479.5687451118	-29768.9466980351	-28535.7594102317	-27911.2332886939	-29128.0931186215	-28082.4635215991	-27397.935306566	-27008.0736612185	-27605.7951139315	-26910.0339481386	-25708.7165703986	-27277.6357164082	-27441.3657149213	-26905.6379010252	-24575.7310084541	-26814.0285078788	-26041.0869326417	-23331.2984690886	-25901.3328401983	-23905.5263804165	-24264.3560510452	-23935.2039900293	-23307.4430664092	-23773.5832014695	-25683.0026708419	-22226.5518466681	-23026.7189219036	-23143.6770072767	-22542.2555638716	-22098.7335718042	-22159.0348845556	-22560.8971466512	-21178.4230260341	-19357.3754713802	-20380.2103503988	-17331.3911418697	-18841.4081047973	-17108.1172710115	-21550.5695768765	-20504.5692730517	-18711.5147050664	-19380.4753398373	-19323.3093329251	-19301.1694836351	-18276.904471613	-18655.4977992477	-19282.5721928517	-16576.0013763379	-15724.610524479	-15002.177267194	-18487.6851951153	-15061.2997412177	-16460.8228522369	-13413.2423123852	-15978.934876613	-13224.8825537748	-14539.3823483227
-29090.067074909	-29432.6777667785	-28577.0397138534	-28919.9436814839	-29831.610548046	-28486.3867242982	-28563.0499453274	-28781.6710769684	-25900.6271620872	-25887.584245574	-25400.5283639475	-25308.4819353031	-27071.6332062394	-26593.8977408335	-25116.2444177514	-25442.1913715455	-25526.247856043	-23343.7018226275	-25154.1779628748	-25632.6288492443	-25491.0551974584	-25776.5235025084	-21780.0714585727	-20959.5593621708	-24180.1938594524	-23011.3032094535	-21468.3625283098	-22250.6470428981	-21390.548738995	-23308.7861857641	-23507.6201966543	-22072.4398662266	-21243.5737393732	-22723.1461723568	-18203.2137818303	-20405.6615814399	-20470.6912421253	-20102.3352704766	-19873.3775912135	-19092.0304908338	-19080.6000579831	-17802.67031538	-17985.1918109648	-16204.4743666387	-16560.5100962985	-16051.281964743	-18486.5784333008	-17037.8502862261	-17556.503614202	-16773.7969374472	-16060.853082847	-16368.6692796198	-14513.4385500697	-15408.5229689126	-13461.5597178957	-16178.6401092074	-14026.4686073503	-15142.5887515725	-14212.59734531	-15099.3387271522
-28971.2640834463	-28513.8520206287	-28288.6393538106	-28320.990254788	-25879.2866061908	-28059.6152296479	-28622.9898261326	-27476.3159602011	-27675.8643636473	-24922.4532031321	-28350.0011309273	-26539.832525815	-24855.2481395118	-25528.9715661477	-25591.7293104846	-25187.8681377727	-25762.6466932442	-24785.0511966979	-24525.9325044228	-23088.8426144433	-24003.3230533113	-22680.6420542305	-20865.2435759432	-21969.293410584	-21848.5023466673	-21416.2089726801	-21722.7195487782	-20907.2035847447	-22097.9203959508	-19540.2649926477	-18732.906964838	-22385.6280055119	-18811.5938526756	-19975.1993397509	-17089.1116540538	-20381.727762391	-19762.2947057994	-19323.7818075747	-18724.9633882772	-14558.6920067755	-19218.0819315929	-18950.4143981251	-13668.487613112	-17305.9379404912	-15657.041958344	-15976.5698199137	-16159.2281062522	-14891.8762671682	-15508.3019199394	-14454.5353414758	-12260.1556857041	-13516.6543268513	-11419.4050849326	-11135.1467029706	-14013.5446715384	-10754.9183673003	-10187.4571830262	-14307.4458812352	-13920.1035880912	-11249.544065701
-27123.9663621443	-28811.8450614907	-27686.3951213865	-26705.4746852449	-27662.7503120077	-27075.3970653216	-25993.6183033881	-25567.1146491748	-26500.3974786171	-26830.4820547538	-27140.212534483	-26122.6742661151	-24987.0391147747	-25448.3729745022	-24321.9283987942	-24090.5236926321	-24064.5211403138	-22286.246785971	-23808.4218958906	-23356.3955137359	-22109.4482247302	-23188.0050229518	-22899.7418803454	-21202.5748868341	-18911.4912116939	-21698.4344738405	-21387.8115347374	-19429.7553740714	-19396.607590469	-17527.0064553513	-19083.4500857091	-18294.0511273978	-16707.2863960429	-16764.6913715134	-17343.9225282858	-18678.6870131141	-16066.004405519	-13438.628917794	-17172.5983193459	-15508.3183202118	-12688.4604529453	-14108.513095075	-20180.1193601022	-15517.7805537201	-15466.4612919024	-14793.7222692746	-14029.7439069796	-16506.7948523786	-9421.05309411739	-10518.1016119952	-11824.559080045	-10818.886615778	-10016.7734820751	-10124.1436247754	-11115.3887185163	-8188.10256928041	-11981.6693625902	-7833.78532223983	-11572.2232954494	-7990.6078496553
-28225.2084913249	-27260.4706736314	-27454.1051169474	-28119.2108248663	-26323.2152124632	-27117.3281437802	-27172.6983782133	-26155.108247946	-26665.7551165052	-24321.9103490993	-23231.5192715889	-24597.7136025838	-22709.8349200385	-24282.6396344918	-23606.3406975047	-23990.2829808947	-22913.0322092322	-23366.4675441537	-21782.8669627971	-21763.6435839778	-21652.1876003738	-22327.742930232	-21529.8478543406	-20607.2378402398	-20617.9695894331	-18765.2139116342	-19717.6886344577	-20767.3489080623	-21313.4071161896	-19913.6455700236	-18346.4731566262	-16303.8485919913	-19119.8921341049	-15989.7069400803	-14494.8440344445	-15306.2061634295	-15995.7814284902	-17805.6603844741	-15978.4062613896	-16165.7032297867	-14519.4642550828	-14506.492822976	-13208.5392526499	-15813.9780002209	-15473.9684176158	-13691.4339850765	-8712.35212750197	-11897.8264805791	-12856.5738098169	-11965.0621056046	-10310.5120178256	-11422.4662793273	-11014.9150499906	-10575.7372765797	-9689.17259988911	-8452.86219580384	-9641.48154071713	-9568.56175641039	-8295.20839686001	-5391.8970208755
-27351.2523300794	-27732.878331698	-26505.6901197413	-27711.8323461094	-24966.1566714762	-25614.3671655087	-26266.0761459866	-23769.0068563785	-25227.6454642987	-24265.5103388769	-23087.0607297001	-23944.352707722	-21579.9092367105	-21162.4332834649	-20905.0480244146	-21724.0956648872	-20950.9188655337	-21037.4510304239	-22165.1847822926	-20878.7698674419	-21358.8414857981	-22013.6267302469	-20357.0059916269	-20257.2878092057	-18538.9550202174	-18873.6227199449	-18971.1727149244	-18237.1456965459	-17591.6100282829	-17628.7446786121	-15770.9252839879	-15678.2052178499	-17799.8301017176	-15732.442786593	-16329.3247004283	-15067.7349446155	-15686.1440477192	-13001.2688579797	-13389.8264625079	-14737.4509180133	-13218.1410949158	-13959.1296733301	-14870.6950408056	-12874.5264717984	-9561.94560233309	-12566.9941644933	-11776.9510759514	-11969.6587857065	-10290.8269320674	-7687.74801933145	-10592.5497213884	-6203.8347631772	-8051.69834268466	-9118.9459030087	-5496.98131079523	-9637.99231681959	-6646.44620760228	-4226.06049157003	-7896.71264882012	-9704.49486487671
-26069.4935815399	-27143.6837543384	-26660.8477993703	-26661.2559732888	-24874.3479017019	-24479.4908406142	-26519.4767938204	-24938.9504454917	-21733.2586031404	-24651.4006174974	-24292.6610791718	-25466.4595828793	-24007.9893751095	-22310.6746498936	-20529.309107201	-20756.4375728806	-20485.2170142612	-21369.8826187097	-18596.6132325167	-19371.685941751	-20467.1043219938	-17541.9869385749	-20148.5663867648	-16293.882426944	-18270.5248292962	-19937.1600178794	-16626.6835856614	-17113.8047657039	-17925.8005463682	-16406.5600894875	-15145.9362938555	-16974.8376921101	-16049.6825112336	-13982.490626484	-11623.9235083008	-14141.9358892942	-12353.9264163631	-15817.1015234563	-12305.5563423348	-12550.6826942749	-12417.3526563905	-12403.5273868275	-9181.04407820371	-11313.6437260039	-11533.0919042682	-10684.4684245181	-9460.18971602553	-11044.418948038	-4337.48322360103	-8216.82723440823	-10174.844013756	-6383.27171382896	-6769.02628443298	-6582.39659141509	-6871.93810004157	-3932.07769779131	-6887.03046996334	-6211.21575070371	-3462.18656043318	-4393.10377654206
-25290.4171709675	-26152.7365085918	-26148.5774932719	-24702.107554401	-25003.7424089606	-25123.3594682699	-23932.6593577099	-23084.4860036842	-23002.0107321291	-23228.9470437646	-22640.6094660618	-22833.9140286984	-21643.3658207454	-21399.9347878178	-20214.811666286	-21291.9215087969	-21026.9147486443	-19470.7366684306	-18636.780333189	-19684.261724936	-18602.3518673556	-19217.4770635432	-16214.3707752482	-17781.5901069297	-17974.0992627648	-15961.5512605621	-16968.4228850035	-16761.2365363258	-13936.3445955068	-13040.5514785778	-15590.3929522488	-14039.0001939216	-13523.0657682699	-14886.5577811594	-14751.6297659923	-12015.7436696269	-12031.7451098552	-12699.079429072	-12029.7225433324	-9168.8902331006	-12005.93487504	-9567.01630040982	-10654.2698787446	-10335.0825146769	-11175.3745434316	-9254.73937908554	-8302.16894599777	-5535.08366549257	-8980.17284825151	-8967.17174551289	-5969.75316611719	-5670.18646816686	-7309.30465103482	-1932.58198978825	-2532.09643668112	-3697.67742722812	-3704.70414612103	-6359.12659837988	-4043.05038660005	-5043.35702658658
-26258.9572228737	-26895.7621635308	-24459.4504215941	-23518.9585618686	-25830.9742746572	-24321.0498391198	-23281.8146214309	-22301.1233584496	-22305.0649457892	-21763.7903408679	-20171.5696155737	-21759.0736059734	-18666.2445500111	-19739.799606024	-19741.1602117434	-19686.2666462594	-17736.0280741752	-17535.8458618121	-19961.2705130861	-19639.7975529523	-16940.4404943426	-16037.638070518	-16450.6668596259	-17134.26240175	-15587.2903666583	-16965.3559900064	-15187.5689238425	-13902.0465323214	-13646.6464411604	-15598.7898139954	-14188.6358603547	-14107.4927376058	-12762.7860495017	-12234.8865657478	-11585.5475488786	-11645.9132543383	-11664.8996465363	-10501.8913301446	-11348.3401131073	-12523.5497895265	-5963.64586531247	-8841.55752067773	-11605.9683247269	-8916.03071876137	-10036.853405472	-6157.53189870856	-6232.44839558359	-5896.76483416976	-7340.80659108966	-10659.0557361757	-3589.91889583988	-1610.29581965896	-5959.64888260394	-4287.24536140876	-1498.54522947549	-2817.95389914233	-6522.36393785423	795.142730432162	-2613.99844084387	-273.732682490579
-26893.2715569509	-24471.0778100667	-24999.0952409992	-23983.7284231633	-24081.4947821693	-22021.5824510438	-23456.7857118198	-22787.0892972858	-21501.6837626959	-21716.1062656137	-20541.5588558629	-20763.678235969	-18327.4811928235	-19743.1785004216	-17674.833453167	-18839.5887472942	-19277.1836824759	-17360.5801447511	-17958.4359030644	-15640.6716625615	-17277.5232238881	-16844.7531230589	-16428.0463422777	-15225.1030700304	-13641.7608051835	-13920.9443119375	-11740.3770004452	-14396.7499544179	-15075.0598579457	-14818.5429928726	-13353.2881442347	-12040.5386133752	-10717.1892121099	-11768.6001910566	-7716.0041810418	-9968.02884278762	-10558.8891287134	-8073.67032925613	-11026.4368080918	-8398.4454215555	-8260.29370399948	-7000.15253972732	-8222.97775861404	-6759.92230420093	-8280.03915302971	-5971.30113923145	-4881.50658323337	-3347.83986556093	-1664.15463871625	-4670.5089806548	-3080.02895035477	-1103.30363328986	-4114.54526163354	-3735.7938925345	-4099.07121041574	1291.45449723626	1534.21761848041	-4868.30292266312	1667.65796669069	-2697.41649849248
